Date,Close Price
5/23/2012,49.6
5/24/2012,50.4
5/25/2012,50.8
5/28/2012,51.05
5/29/2012,50.65
5/30/2012,49.2
5/31/2012,47.5
6/1/2012,45.7
6/4/2012,45.7
6/5/2012,45.65
6/6/2012,47.45
6/7/2012,47.85
6/8/2012,47
6/11/2012,48.1
6/12/2012,48.1
6/13/2012,47.55
6/14/2012,47.1
6/15/2012,48.15
6/18/2012,46
6/19/2012,45.8
6/20/2012,46.35
6/21/2012,46.4
6/22/2012,47.25
6/25/2012,46.8
6/26/2012,46.55
6/27/2012,47.8
6/28/2012,47.55
6/29/2012,49.95
7/2/2012,51.15
7/3/2012,51.9
7/4/2012,52.5
7/5/2012,52.9
7/6/2012,51.6
7/9/2012,49.15
7/10/2012,50.3
7/11/2012,51.4
7/12/2012,51.15
7/13/2012,50.25
7/16/2012,48.75
7/17/2012,46.35
7/18/2012,46
7/19/2012,45.7
7/20/2012,45.45
7/23/2012,45.1
7/24/2012,45.1
7/25/2012,44.5
7/26/2012,42.45
7/27/2012,41.8
7/30/2012,43
7/31/2012,43.65
8/1/2012,43.3
8/2/2012,43.3
8/3/2012,42.85
8/6/2012,42.9
8/7/2012,43.2
8/8/2012,42.65
8/9/2012,41.95
8/10/2012,41.55
8/13/2012,42.35
8/14/2012,43.2
8/16/2012,43.5
8/17/2012,42.05
8/21/2012,42.05
8/22/2012,41.8
8/23/2012,40.9
8/24/2012,40.35
8/27/2012,39
8/28/2012,38.5
8/29/2012,37.7
8/30/2012,37.75
8/31/2012,39.1
9/3/2012,40.2
9/4/2012,41.45
9/5/2012,41.55
9/6/2012,42.05
9/7/2012,42
9/8/2012,40.95
9/10/2012,42.35
9/11/2012,42.7
9/12/2012,42.25
9/13/2012,41.2
9/14/2012,43.15
9/17/2012,45.4
9/18/2012,46.1
9/20/2012,44.65
9/21/2012,46.9
9/24/2012,50.6
9/25/2012,51.15
9/26/2012,50.9
9/27/2012,52.7
9/28/2012,52.85
10/1/2012,51.75
10/3/2012,52.65
10/4/2012,55.2
10/5/2012,53.5
10/8/2012,52.25
10/9/2012,51.75
10/10/2012,49.55
10/11/2012,50.4
10/12/2012,50.5
10/15/2012,51.55
10/16/2012,49.55
10/17/2012,49.15
10/18/2012,50.15
10/19/2012,48.95
10/22/2012,48.2
10/23/2012,47.9
10/25/2012,47.9
10/26/2012,47.45
10/29/2012,47.8
10/30/2012,47.85
10/31/2012,48.15
11/1/2012,49.35
11/2/2012,49.45
11/5/2012,48.7
11/6/2012,49.65
11/7/2012,49.95
11/8/2012,49.25
11/9/2012,48.7
11/12/2012,48
11/13/2012,48.2
11/15/2012,48.45
11/16/2012,47.5
11/19/2012,47.5
11/20/2012,46.9
11/21/2012,46.95
11/22/2012,46.85
11/23/2012,46.7
11/26/2012,47.1
11/27/2012,49.85
11/29/2012,50.8
11/30/2012,52.9
12/3/2012,54.4
12/4/2012,54.95
12/5/2012,53.8
12/6/2012,57.55
12/7/2012,58
12/10/2012,60.8
12/11/2012,63.3
12/12/2012,63.1
12/13/2012,61.15
12/14/2012,61.3
12/17/2012,63.25
12/18/2012,64.25
12/19/2012,68.45
12/20/2012,65.4
12/21/2012,61.05
12/24/2012,61.15
12/26/2012,62
12/27/2012,62.45
12/28/2012,61.85
12/31/2012,61.7
1/1/2013,64.15
1/2/2013,63.7
1/3/2013,63.3
1/4/2013,62.65
1/7/2013,65.05
1/8/2013,64.1
1/9/2013,63.85
1/10/2013,62.65
1/11/2013,61.65
1/14/2013,63.9
1/15/2013,65.4
1/16/2013,65.35
1/17/2013,65.25
1/18/2013,64.5
1/21/2013,67.85
1/22/2013,65.55
1/23/2013,64.85
1/24/2013,61.95
1/25/2013,63.7
1/28/2013,60.9
1/29/2013,59.8
1/30/2013,59.1
1/31/2013,60.85
2/1/2013,60.2
2/4/2013,56.4
2/5/2013,56.6
2/6/2013,56.8
2/7/2013,57.5
2/8/2013,56.85
2/11/2013,56.75
2/12/2013,55
2/13/2013,54.45
2/14/2013,52.4
2/15/2013,52
2/18/2013,51.3
2/19/2013,51.4
2/20/2013,51.3
2/21/2013,50.05
2/22/2013,49.9
2/25/2013,47.65
2/26/2013,46.5
2/27/2013,47.4
2/28/2013,44.55
3/1/2013,45.15
3/4/2013,44.05
3/5/2013,46.35
3/6/2013,47.75
3/7/2013,48.4
3/8/2013,50.6
3/11/2013,50.15
3/12/2013,50.4
3/13/2013,49.05
3/14/2013,49.65
3/15/2013,47.65
3/18/2013,46.25
3/19/2013,45.7
3/20/2013,44.05
3/21/2013,41.2
3/22/2013,39.75
3/25/2013,39.75
3/26/2013,39.2
3/28/2013,40.65
4/1/2013,42.2
4/2/2013,43.8
4/3/2013,47.65
4/4/2013,46.85
4/5/2013,45.1
4/8/2013,46.55
4/9/2013,46.75
4/10/2013,46.7
4/11/2013,45.95
4/12/2013,46.9
4/15/2013,46.75
4/16/2013,47.7
4/17/2013,47.3
4/18/2013,47.55
4/22/2013,48.4
4/23/2013,48.4
4/25/2013,49.65
4/26/2013,48.85
4/29/2013,49.7
4/30/2013,48.85
5/2/2013,49.35
5/3/2013,48.65
5/6/2013,48.35
5/7/2013,48.35
5/8/2013,48.45
5/9/2013,48.55
5/10/2013,48.65
5/11/2013,48.4
5/13/2013,47
5/14/2013,47.1
5/15/2013,48.45
5/16/2013,48.7
5/17/2013,50.4
5/20/2013,54.05
5/21/2013,60.65
5/22/2013,56.4
5/23/2013,54.85
5/24/2013,57.05
5/27/2013,57.8
5/28/2013,57.25
5/29/2013,54.45
5/30/2013,58.55
5/31/2013,56.7
6/3/2013,58.05
6/4/2013,56.25
6/5/2013,58.6
6/6/2013,57.75
6/7/2013,53.85
6/10/2013,52.95
6/11/2013,51.7
6/12/2013,50.55
6/13/2013,47.75
6/14/2013,47.8
6/17/2013,44.2
6/18/2013,44.65
6/19/2013,44.45
6/20/2013,41.7
6/21/2013,41.25
6/24/2013,39.65
6/25/2013,39.95
6/26/2013,39.5
6/27/2013,40.1
6/28/2013,41.45
7/1/2013,42.7
7/2/2013,44.35
7/3/2013,41.55
7/4/2013,40.65
7/5/2013,40.3
7/8/2013,40
7/9/2013,40.6
7/10/2013,39.75
7/11/2013,40.05
7/12/2013,39.3
7/15/2013,39.5
7/16/2013,39.95
7/17/2013,39.25
7/18/2013,40.15
7/19/2013,39.65
7/22/2013,39.65
7/23/2013,39.85
7/24/2013,38.9
7/25/2013,40.6
7/26/2013,39.95
7/29/2013,39.75
7/30/2013,36.8
7/31/2013,35.05
8/1/2013,34.2
8/2/2013,31.9
8/5/2013,32.1
8/6/2013,31
8/7/2013,34.25
8/8/2013,34.65
8/12/2013,36.2
8/13/2013,36
8/14/2013,35.7
8/16/2013,33.65
8/19/2013,36.05
8/20/2013,36.05
8/21/2013,34.7
8/22/2013,36.55
8/23/2013,36.45
8/26/2013,37.15
8/27/2013,35
8/28/2013,36.15
8/29/2013,34.2
8/30/2013,33.7
9/2/2013,34.1
9/3/2013,32.7
9/4/2013,32.2
9/5/2013,33.3
9/6/2013,33.7
9/10/2013,33.95
9/11/2013,34.8
9/12/2013,34.95
9/13/2013,36.15
9/16/2013,34.7
9/17/2013,34.8
9/18/2013,33.9
9/19/2013,35.25
9/20/2013,34.3
9/23/2013,34
9/24/2013,34.1
9/25/2013,34.1
9/26/2013,33.25
9/27/2013,33.1
9/30/2013,32.25
10/1/2013,32.05
10/3/2013,33.2
10/4/2013,32.95
10/7/2013,33.25
10/8/2013,33.8
10/9/2013,35
10/10/2013,35.2
10/11/2013,35.15
10/14/2013,35.85
10/15/2013,34.65
10/17/2013,34.7
10/18/2013,34.9
10/21/2013,36.55
10/22/2013,36.55
10/23/2013,35.7
10/24/2013,35.45
10/25/2013,33.45
10/28/2013,32.45
10/29/2013,32.55
10/30/2013,32.35
10/31/2013,32.7
11/1/2013,34.35
11/3/2013,34.55
11/5/2013,35.35
11/6/2013,35.5
11/7/2013,34.4
11/8/2013,35.25
11/11/2013,35.1
11/12/2013,33.95
11/13/2013,33.35
11/14/2013,34.7
11/18/2013,35
11/19/2013,34.9
11/20/2013,36
11/21/2013,34.85
11/22/2013,35.4
11/25/2013,35.8
11/26/2013,34.8
11/27/2013,34.1
11/28/2013,34.4
11/29/2013,35.6
12/2/2013,36.25
12/3/2013,36
12/4/2013,38.1
12/5/2013,39.2
12/6/2013,40.3
12/9/2013,40.6
12/10/2013,38.8
12/11/2013,38.45
12/12/2013,38.5
12/13/2013,38.05
12/16/2013,37.15
12/17/2013,36.6
12/18/2013,37.7
12/19/2013,36.95
12/20/2013,38.1
12/23/2013,38.85
12/24/2013,38.3
12/26/2013,39.6
12/27/2013,39.5
12/30/2013,39.1
12/31/2013,39
1/1/2014,39.55
1/2/2014,37.15
1/3/2014,36.55
1/6/2014,37
1/7/2014,36
1/8/2014,35.9
1/9/2014,35.75
1/10/2014,35.05
1/13/2014,34.85
1/14/2014,35
1/15/2014,35
1/16/2014,34.85
1/17/2014,34.35
1/20/2014,34.7
1/21/2014,34.55
1/22/2014,34.65
1/23/2014,35.05
1/24/2014,34.3
1/27/2014,33
1/28/2014,32.95
1/29/2014,33
1/30/2014,32.1
1/31/2014,32.65
2/3/2014,32.55
2/4/2014,32.9
2/5/2014,33.55
2/6/2014,34.7
2/7/2014,35.45
2/10/2014,34.65
2/11/2014,34.55
2/12/2014,34.25
2/13/2014,32.95
2/14/2014,32.9
2/17/2014,34.2
2/18/2014,36
2/19/2014,35.7
2/20/2014,36.6
2/21/2014,36.45
2/24/2014,36.45
2/25/2014,35.4
2/26/2014,36.15
2/28/2014,35.9
3/3/2014,35.85
3/4/2014,35.7
3/5/2014,36.85
3/6/2014,37.3
3/7/2014,39.55
3/10/2014,40.8
3/11/2014,41.25
3/12/2014,40
3/13/2014,40.2
3/14/2014,40.45
3/18/2014,41.55
3/19/2014,42.15
3/20/2014,41.45
3/21/2014,41.2
3/22/2014,41.25
3/24/2014,41.75
3/25/2014,42.05
3/26/2014,41.35
3/27/2014,41.5
3/28/2014,48.4
3/31/2014,48.65
4/1/2014,48
4/2/2014,50.15
4/3/2014,51.65
4/4/2014,54.05
4/7/2014,54.6
4/9/2014,55.75
4/10/2014,56.5
4/11/2014,55.25
4/15/2014,53
4/16/2014,51.65
4/17/2014,52.1
4/21/2014,52
4/22/2014,51.25
4/23/2014,50.7
4/25/2014,50.8
4/28/2014,51.25
4/29/2014,51.1
4/30/2014,48.3
5/2/2014,47.95
5/5/2014,48.4
5/6/2014,48.95
5/7/2014,48.4
5/8/2014,47
5/9/2014,49.6
5/12/2014,49.75
5/13/2014,53.55
5/14/2014,54.55
5/15/2014,54.95
5/16/2014,55.65
